Feature,Stability_Count,Mean_Rank_or_Score,Stability_Rank,Internal_Rank,Global_Score
total_lemma_count_screen_min_clinical_simple,,0.0268724705411966,,1251.0,
total_lemma_count_screen_min_content,,0.3865018653537891,,820.0,
total_lemma_count_screen_min_medical,,0.3865018653537891,,820.0,
total_lemma_count_screen_min_medical_original,,1.4883451177184637,,523.0,
total_lemma_count_screen_min_medical_simple,,0.8672036382381982,,675.0,
total_lemma_count_screen_min_non_medical,,0.3865018653537891,,820.0,
total_lemma_count_screen_std_clinical_original,,0.6703175001980868,,728.0,
total_lemma_count_screen_std_clinical_simple,,0.8717899689479037,,672.0,
total_lemma_count_screen_std_medical,,0.2794429074215975,,877.0,
total_lemma_count_screen_std_medical_original,,0.1783681248467522,,955.0,
total_lemma_count_screen_std_medical_simple,,0.7138019046820144,,714.0,
total_lemma_count_screen_std_non_medical,,0.0662641349666104,,1111.0,
total_lemma_count_text_max_clinical_original,,0.1205053534326739,,1025.0,
total_lemma_count_text_max_clinical_simple,,2.0858738084211965,,375.0,
total_lemma_count_text_max_content,,0.1731121272205902,,965.0,
total_lemma_count_text_max_medical,,0.1731121272205902,,965.0,
total_lemma_count_text_max_medical_original,,0.05530316381542149,,1131.0,
total_lemma_count_text_max_medical_simple,,0.1772583572762552,,959.0,
total_lemma_count_text_max_non_medical,,0.1731121272205902,,965.0,
total_lemma_count_text_mean_clinical_original,,0.1205053534326739,,1025.0,
total_lemma_count_text_mean_clinical_simple,,2.0858738084211965,,375.0,
total_lemma_count_text_mean_content,,0.08921106603137,,1079.0,
total_lemma_count_text_mean_medical,,0.21502095217646203,,919.0,
total_lemma_count_text_mean_medical_original,,0.063199506524311,,1115.0,
total_lemma_count_text_mean_medical_simple,,0.5530499324594136,,757.0,
total_lemma_count_text_mean_non_medical,,0.0344766113611963,,1202.0,
total_lemma_count_text_min_clinical_original,,0.1205053534326739,,1025.0,
total_lemma_count_text_min_clinical_simple,,2.0858738084211965,,375.0,
total_lemma_count_text_min_medical_original,,1.707226516659018,,457.0,
total_lemma_count_text_min_medical_simple,,1.1415997188275762,,618.0,
total_lemma_count_text_std_content,,0.3061536669204512,,862.0,
total_lemma_count_text_std_medical,,0.099711653743614,,1057.0,
total_lemma_count_text_std_medical_original,,0.1380225286769961,,1008.0,
total_lemma_count_text_std_medical_simple,,0.193654625756064,,940.0,
total_lemma_count_text_std_non_medical,,0.3961756970551029,,816.0,
total_word_count_screen_max_clinical_original,,0.0976558738800329,,1061.5,
total_word_count_screen_max_clinical_simple,,1.922957645969896,,401.5,
total_word_count_screen_max_medical_original,,0.1928265105060632,,941.5,
total_word_count_screen_max_medical_simple,,1.252931178815765,,596.5,
total_word_count_screen_mean_clinical_original,,0.0409855715255343,,1178.0,
total_word_count_screen_mean_clinical_simple,,1.2583792457649927,,594.0,
total_word_count_screen_mean_content,,0.113407826983491,,1036.0,
total_word_count_screen_mean_medical,,0.0222282292292024,,1279.0,
total_word_count_screen_mean_medical_original,,0.3256634229704325,,847.0,
total_word_count_screen_mean_medical_simple,,1.5976200142822927,,490.0,
total_word_count_screen_mean_non_medical,,0.2052742078003698,,926.0,
total_word_count_screen_min_clinical_original,,0.1056719102927219,,1044.0,
total_word_count_screen_min_clinical_simple,,0.0258608402376647,,1255.0,
total_word_count_screen_min_medical_original,,1.363156530374382,,562.0,
total_word_count_screen_min_medical_simple,,0.7905981383773846,,692.0,
total_word_count_screen_std_clinical_original,,0.8485347991028539,,680.0,
total_word_count_screen_std_clinical_simple,,0.7807280051757627,,694.0,
total_word_count_screen_std_medical,,0.3138357899285379,,857.0,
total_word_count_screen_std_medical_original,,0.1093180140059991,,1042.0,
total_word_count_screen_std_medical_simple,,0.8389480112350257,,682.0,
total_word_count_text_max_clinical_original,,0.0955810920242661,,1066.5,
total_word_count_text_max_clinical_simple,,2.1398245296292298,,365.5,
total_word_count_text_max_content,,0.1628735878308202,,983.0,
total_word_count_text_max_medical,,0.1628735878308202,,983.0,
total_word_count_text_max_medical_original,,0.0519539936648714,,1137.0,
total_word_count_text_max_medical_simple,,0.1713492085420513,,971.5,
total_word_count_text_max_non_medical,,0.1628735878308202,,983.0,
total_word_count_text_mean_clinical_original,,0.0955810920242661,,1066.5,
total_word_count_text_mean_clinical_simple,,2.1398245296292298,,365.5,
total_word_count_text_mean_content,,0.0792641911664629,,1095.0,
total_word_count_text_mean_medical,,0.21623203850605713,,918.0,
total_word_count_text_mean_medical_original,,0.057657906738043004,,1128.0,
total_word_count_text_mean_medical_simple,,0.5478792185206824,,759.0,
total_word_count_text_mean_non_medical,,0.030388449690486995,,1223.0,
total_word_count_text_min_clinical_original,,0.0955810920242661,,1066.5,
total_word_count_text_min_clinical_simple,,2.1398245296292298,,365.5,
total_word_count_text_min_content,,0.763018212275383,,703.0,
total_word_count_text_min_medical_original,,1.6637661489398463,,469.0,
total_word_count_text_min_medical_simple,,1.1372362652883723,,622.0,
total_word_count_text_std_content,,0.2629711499770857,,884.0,
total_word_count_text_std_medical,,0.0923877134686445,,1075.0,
total_word_count_text_std_medical_original,,0.1296761832361753,,1017.0,
total_word_count_text_std_medical_simple,,0.1956088248429466,,939.0,
total_word_count_text_std_non_medical,,0.3403594522059676,,839.0,
word_count_screen_max_clinical_original,,0.1150484917103225,,1033.0,
word_count_screen_max_clinical_simple,,0.0678337552383213,,1107.0,
word_count_screen_max_medical,,0.0462806759280609,,1163.0,
word_count_screen_max_medical_original,,0.0204592527473622,,1292.0,
word_count_screen_max_medical_simple,,0.2381626080587797,,896.0,
word_count_screen_max_non_medical,,0.058496796536562104,,1124.0,
word_count_screen_mean_clinical_original,,0.212844561422021,,921.0,
word_count_screen_mean_clinical_simple,,0.1646723782966195,,979.0,
word_count_screen_mean_content,,0.0270583975254029,,1250.0,
word_count_screen_mean_medical,,0.0709331150657669,,1106.0,
word_count_screen_mean_medical_original,,0.3119743771086496,,859.0,
word_count_screen_mean_medical_simple,,1.910152016157487,,404.0,
word_count_screen_mean_non_medical,,0.0214775545842881,,1287.0,
word_count_screen_min_clinical_original,,0.0378282606197154,,1190.0,
word_count_screen_min_clinical_simple,,1.7716686674669864,,427.5,
word_count_screen_min_medical_original,,0.5461777485187621,,762.5,
word_count_screen_min_medical_simple,,1.7716686674669864,,427.5,
word_count_screen_std_clinical_original,,0.2877025669265877,,872.0,
word_count_screen_std_clinical_simple,,0.0287671782221641,,1232.0,
word_count_screen_std_content,,0.147925589991285,,1000.0,
word_count_screen_std_medical,,0.0303724738069655,,1224.0,
word_count_screen_std_medical_original,,0.1099602021198353,,1040.0,
word_count_screen_std_medical_simple,,1.3885522522812346,,552.0,
word_count_screen_std_non_medical,,0.021847298025605,,1284.0,
word_count_text_max_clinical_original,,0.0482710507982395,,1150.0,
word_count_text_max_clinical_simple,,1.0423147943093267,,649.0,
word_count_text_max_content,,0.0920207939465562,,1076.0,
word_count_text_max_medical,,0.0982161082002679,,1059.5,
word_count_text_max_medical_original,,0.0220163207149631,,1282.0,
word_count_text_max_medical_simple,,0.620339086210618,,739.0,
word_count_text_max_non_medical,,0.0982161082002679,,1059.5,
word_count_text_mean_clinical_original,,0.289234330924556,,869.0,
word_count_text_mean_clinical_simple,,0.7600090833600857,,706.0,
word_count_text_mean_content,,0.1155773947338333,,1032.0,
word_count_text_mean_medical,,0.1447417804698614,,1003.0,
word_count_text_mean_medical_original,,0.03364914274018511,,1206.0,
word_count_text_mean_medical_simple,,1.0806418847872634,,638.0,
word_count_text_mean_non_medical,,0.44219598523961945,,794.0,
word_count_text_min_clinical_original,,0.0378282606197154,,1190.0,
word_count_text_min_clinical_simple,,1.7716686674669864,,427.5,
word_count_text_min_medical_original,,0.5461777485187621,,762.5,
word_count_text_min_medical_simple,,1.7716686674669864,,427.5,
word_count_text_std_clinical_original,,0.1305498349769535,,1016.0,
word_count_text_std_clinical_simple,,0.8530940417532676,,677.0,
word_count_text_std_content,,0.033848454520735,,1204.0,
word_count_text_std_medical,,0.12037692687471982,,1028.0,
word_count_text_std_medical_original,,0.0198094325249578,,1293.0,
word_count_text_std_medical_simple,,0.8033690260706676,,690.0,
word_frequency_screen_max_clinical_original,,0.2193337724679336,,914.0,
word_frequency_screen_max_clinical_simple,,0.0531510137701562,,1136.0,
word_frequency_screen_max_content,,0.0709843339307174,,1104.0,
word_frequency_screen_max_medical,,0.0864789994379935,,1082.0,
word_frequency_screen_max_medical_original,,0.0294753919638285,,1229.0,
word_frequency_screen_max_medical_simple,,0.4259828534054221,,801.0,
word_frequency_screen_max_non_medical,,0.2943785557726057,,867.0,
word_frequency_screen_mean_clinical_original,,0.2341961301521227,,897.0,
word_frequency_screen_mean_clinical_simple,,0.3134389952908016,,858.0,
word_frequency_screen_mean_content,,0.0284184118116207,,1241.0,
word_frequency_screen_mean_medical,,0.1598697121381159,,988.0,
word_frequency_screen_mean_medical_original,,0.5016243973864827,,773.0,
word_frequency_screen_mean_medical_simple,,2.1106667016980207,,368.0,
word_frequency_screen_mean_non_medical,,0.10694969479370228,,1043.0,
word_frequency_screen_min_clinical_original,,0.0348670059031961,,1200.0,
word_frequency_screen_min_clinical_simple,,1.3612912595043138,,564.0,
word_frequency_screen_min_medical_original,,1.0039268141165798,,653.0,
word_frequency_screen_min_medical_simple,,2.1903692949775664,,353.0,
word_frequency_screen_std_clinical_original,,0.3641952551862918,,829.0,
word_frequency_screen_std_clinical_simple,,0.0362436522771505,,1197.0,
word_frequency_screen_std_content,,0.0748456183082713,,1101.0,
word_frequency_screen_std_medical,,0.0348028346614206,,1201.0,
word_frequency_screen_std_medical_original,,0.2271818314293826,,907.0,
word_frequency_screen_std_medical_simple,,1.698790625077236,,460.0,
word_frequency_screen_std_non_medical,,0.02344457692926,,1273.0,
word_frequency_text_max_clinical_original,,0.0293282549040368,,1230.0,
word_frequency_text_max_clinical_simple,,0.0541353813901452,,1134.0,
word_frequency_text_max_content,,0.0478700560412416,,1151.0,
word_frequency_text_max_medical,,0.136613588767032,,1009.0,
word_frequency_text_max_medical_original,,0.1312518788492318,,1014.0,
word_frequency_text_max_medical_simple,,0.2479476571085161,,893.0,
word_frequency_text_max_non_medical,,0.0506663726888788,,1142.0,
word_frequency_text_mean_clinical_original,,0.1706332656132012,,973.0,
word_frequency_text_mean_clinical_simple,,0.0405673390203443,,1180.0,
word_frequency_text_mean_content,,0.0441548059394474,,1170.0,
word_frequency_text_mean_medical,,0.0263544043633006,,1253.0,
word_frequency_text_mean_medical_original,,0.2794332422495217,,878.0,
word_frequency_text_mean_medical_simple,,1.908885784323781,,405.0,
word_frequency_text_mean_non_medical,,0.025099095910009,,1260.0,
word_frequency_text_min_clinical_original,,0.0319421113327931,,1217.0,
word_frequency_text_min_clinical_simple,,0.1356118551005048,,1010.0,
word_frequency_text_min_content,,0.1650693903500032,,977.0,
word_frequency_text_min_medical,,0.1650693903500032,,977.0,
word_frequency_text_min_medical_original,,0.3376776547573408,,840.0,
word_frequency_text_min_medical_simple,,0.46698789346974806,,783.0,
word_frequency_text_min_non_medical,,0.1650693903500032,,977.0,
word_frequency_text_std_clinical_original,,0.0592886256638888,,1118.0,
word_frequency_text_std_clinical_simple,,0.0452704065343474,,1169.0,
word_frequency_text_std_medical,,0.0462354996456448,,1164.0,
word_frequency_text_std_medical_original,,0.2570686328871241,,889.0,
word_frequency_text_std_medical_simple,,1.532702957284546,,505.0,
word_frequency_text_std_non_medical,,0.0206991670340742,,1290.0,
word_id_screen_max_clinical_original,,0.0976558738800329,,1061.5,
word_id_screen_max_clinical_simple,,1.922957645969896,,401.5,
word_id_screen_max_medical,,0.1538029232448964,,994.0,
word_id_screen_max_medical_original,,0.1928265105060632,,941.5,
word_id_screen_max_medical_simple,,1.252931178815765,,596.5,
word_id_screen_mean_clinical_original,,0.0409707586671154,,1179.0,
word_id_screen_mean_clinical_simple,,1.26362716004857,,592.0,
word_id_screen_mean_content,,0.101890065700825,,1052.0,
word_id_screen_mean_medical,,0.0258986745085621,,1254.0,
word_id_screen_mean_medical_original,,0.3277830008344616,,844.0,
word_id_screen_mean_medical_simple,,1.5978076261169634,,489.0,
word_id_screen_mean_non_medical,,0.1713593737214737,,970.0,
word_id_screen_min_clinical_original,,0.0378282606197154,,1190.0,
word_id_screen_min_clinical_simple,,1.7716686674669864,,427.5,
word_id_screen_min_medical_original,,0.5461777485187621,,762.5,
word_id_screen_min_medical_simple,,1.7716686674669864,,427.5,
word_id_screen_std_clinical_original,,0.0555248474034951,,1130.0,
word_id_screen_std_clinical_simple,,1.6261215539178857,,481.0,
word_id_screen_std_content,,0.202712592565922,,932.0,
word_id_screen_std_medical,,0.2141331555377662,,920.0,
word_id_screen_std_medical_original,,0.3087441754115398,,860.0,
word_id_screen_std_medical_simple,,1.5688118903975918,,498.0,
word_id_screen_std_non_medical,,0.2595569461338073,,887.0,
word_id_text_max_clinical_original,,0.0955810920242661,,1066.5,
word_id_text_max_clinical_simple,,2.1398245296292298,,365.5,
word_id_text_max_content,,0.0333583588287542,,1209.0,
word_id_text_max_medical,,0.030351741202073103,,1225.0,
word_id_text_max_medical_original,,0.0948686918838495,,1069.0,
word_id_text_max_medical_simple,,0.1713492085420513,,971.5,
word_id_text_max_non_medical,,0.0320836801634554,,1215.0,
word_id_text_mean_clinical_original,,0.0839835184075959,,1087.0,
word_id_text_mean_clinical_simple,,2.1420749062066013,,361.0,
word_id_text_mean_content,,0.0394224772219289,,1184.0,
word_id_text_mean_medical,,0.1210197576542413,,1023.0,
word_id_text_mean_medical_original,,0.0320103860135373,,1216.0,
word_id_text_mean_medical_simple,,0.5488606915240972,,758.0,
word_id_text_mean_non_medical,,0.0254718077761572,,1259.0,
word_id_text_min_clinical_original,,0.0378282606197154,,1190.0,
word_id_text_min_clinical_simple,,1.7716686674669864,,427.5,
word_id_text_min_medical_original,,2.748894311532328,,287.0,
word_id_text_min_medical_simple,,1.7716686674669864,,427.5,
word_id_text_std_clinical_original,,0.040991869329091,,1177.0,
word_id_text_std_clinical_simple,,2.140949692037069,,363.0,
word_id_text_std_content,,0.0228777276039623,,1274.0,
word_id_text_std_medical,,0.0220428636072944,,1281.0,
word_id_text_std_medical_original,,0.319923715025502,,849.0,
word_id_text_std_medical_simple,,0.2086939780879437,,925.0,
word_id_text_std_non_medical,,0.025518694425124798,,1258.0,
